model,scope,rows,macro_f1,f1_class_0,recall_class_0,balanced_accuracy,accuracy,reference,macro_f1_delta_vs_a_b_fixed
xgboost_operational_a_b_fixed,pre_release_operational,1646,0.710977316446319,0.5971943887775552,0.6247379454926625,0.7169883055093766,0.755771567436209,a_b_fixed,0.0
xgboost_operational_a_b_franchise_history,pre_release_operational,1646,0.7194825315671237,0.6051282051282051,0.6184486373165619,0.7223979713528916,0.7660996354799514,franchise_history,0.00850521512080471
