rows,macro_f1,f1_class_0,f1_class_1,recall_class_0,recall_class_1,balanced_accuracy
1646,0.7194825315671237,0.6051282051282051,0.8338368580060423,0.6184486373165619,0.8263473053892215,0.7223979713528916
