model,scope,rows,macro_f1,f1_class_0,recall_class_0,balanced_accuracy,accuracy
xgboost_operational_a_b_franchise_history,pre_release_operational,1646,0.7194825315671237,0.6051282051282051,0.6184486373165619,0.7223979713528916,0.7660996354799514
